序號,答案
20240117090001,196.65
20240117091001,165.44
20240117092001,197.22
20240117093001,281.27
20240117094001,217.04
20240117095001,223.88
20240117100001,195.82
20240117101001,344.6
20240117102001,614.53
20240117103001,309.89
20240117104001,120.76
20240117105001,248.55
20240117110001,362.82
20240117111001,187.2
20240117112001,217.18
20240117113001,172.27
20240117114001,167.06
20240117115001,196.51
20240117120001,144.28
20240117121001,81.6
20240117122001,154.84
20240117123001,279.6
20240117124001,558.72
20240117125001,506.18
20240117130001,331.34
20240117131001,340.41
20240117132001,360.13
20240117133001,616.59
20240117134001,584.96
20240117135001,573.21
20240117140001,391.54
20240117141001,703.03
20240117142001,516.56
20240117143001,339.34
20240117144001,513.55
20240117145001,693.68
20240117150001,553.73
20240117151001,181.5
20240117152001,128.11
20240117153001,286.01
20240117154001,49.76
20240117155001,58.96
20240117160001,63.79
20240117161001,22.17
20240117162001,38.7
20240117163001,59.82
20240117164001,18.68
20240117165001,-9.77
20240119090001,526.66
20240119091001,944.67
20240119092001,810.99
20240119093001,691.91
20240119094001,674.75
20240119095001,725.5
20240119100001,847.1
20240119101001,859.62
20240119102001,849.27
20240119103001,1171.4
20240119104001,1181.74
20240119105001,1209.43
20240119110001,1168.82
20240119111001,1268.64
20240119112001,1053.22
20240119113001,1098.02
20240119114001,1172.84
20240119115001,1075.67
20240119120001,1162.55
20240119121001,874.24
20240119122001,789.65
20240119123001,820.93
20240119124001,775.64
20240119125001,1250.5
20240119130001,974.54
20240119131001,616.96
20240119132001,886.05
20240119133001,532.56
20240119134001,517.07
20240119135001,464.46
20240119140001,844.17
20240119141001,533.75
20240119142001,837.38
20240119143001,444.93
20240119144001,744.88
20240119145001,188.26
20240119150001,176.3
20240119151001,194.69
20240119152001,108.62
20240119153001,51.73
20240119154001,44.35
20240119155001,152.23
20240119160001,199.72
20240119161001,221.05
20240119162001,50.61
20240119163001,43.74
20240119164001,15.34
20240119165001,19.46
20240224090001,118.53
20240224091001,125.98
20240224092001,194.1
20240224093001,73.16
20240224094001,70.86
20240224095001,191.19
20240224100001,210.79
20240224101001,247.63
20240224102001,257.22
20240224103001,248.59
20240224104001,236.98
20240224105001,131.01
20240224110001,134.49
20240224111001,145.47
20240224112001,192.43
20240224113001,218.1
20240224114001,168.96
20240224115001,226.03
20240224120001,214.68
20240224121001,130.39
20240224122001,190.61
20240224123001,133.78
20240224124001,119.83
20240224125001,114.43
20240224130001,61.4
20240224131001,95.92
20240224132001,112.29
20240224133001,133.78
20240224134001,99.76
20240224135001,103.45
20240224140001,106.01
20240224141001,90.48
20240224142001,85.55
20240224143001,87.75
20240224144001,36.74
20240224145001,13.23
20240224150001,19.84
20240224151001,20.93
20240224152001,8.53
20240224153001,5.6
20240224154001,3.17
20240224155001,2.29
20240224160001,1.29
20240224161001,-0.71
20240224162001,-1.89
20240224163001,1.42
20240224164001,4.16
20240224165001,0.33
20240226090001,42.2
20240226091001,77.7
20240226092001,74.03
20240226093001,105.87
20240226094001,110.56
20240226095001,141.07
20240226100001,89.24
20240226101001,91.32
20240226102001,99.97
20240226103001,122.38
20240226104001,120.66
20240226105001,98.11
20240226110001,114.61
20240226111001,148.29
20240226112001,118.12
20240226113001,84.73
