序號,答案
20240117090001,188.51
20240117091001,228.17
20240117092001,259.44
20240117093001,320.72
20240117094001,300.34
20240117095001,156.65
20240117100001,307.6
20240117101001,350.02
20240117102001,484.95
20240117103001,359.7
20240117104001,314.25
20240117105001,358.87
20240117110001,290.19
20240117111001,205.14
20240117112001,185.45
20240117113001,169.17
20240117114001,157.98
20240117115001,172.99
20240117120001,132.97
20240117121001,174.02
20240117122001,223.94
20240117123001,365.71
20240117124001,623.8
20240117125001,589.65
20240117130001,460.9
20240117131001,477.03
20240117132001,587.49
20240117133001,864.97
20240117134001,878.96
20240117135001,815.5
20240117140001,594.27
20240117141001,936.66
20240117142001,562.47
20240117143001,476.38
20240117144001,700.46
20240117145001,834.24
20240117150001,746.72
20240117151001,260.89
20240117152001,113.23
20240117153001,156.43
20240117154001,39.71
20240117155001,35.4
20240117160001,29.04
20240117161001,22.41
20240117162001,14.43
20240117163001,9.83
20240117164001,15.11
20240117165001,6.73
20240119090001,388.64
20240119091001,416.84
20240119092001,437.91
20240119093001,454.17
20240119094001,487.24
20240119095001,539.29
20240119100001,641.21
20240119101001,643.97
20240119102001,655.62
20240119103001,1262.49
20240119104001,1276.61
20240119105001,1182.17
20240119110001,1137.73
20240119111001,1416.85
20240119112001,1188.2
20240119113001,1227.82
20240119114001,1013.27
20240119115001,1337.3
20240119120001,1447.13
20240119121001,810.26
20240119122001,828.96
20240119123001,807.04
20240119124001,783.76
20240119125001,1337.59
20240119130001,1144.42
20240119131001,744.07
20240119132001,1099.7
20240119133001,669.61
20240119134001,560.32
20240119135001,550.27
20240119140001,1079.03
20240119141001,615.8
20240119142001,1012.12
20240119143001,405.57
20240119144001,962.88
20240119145001,298.91
20240119150001,161.73
20240119151001,144.15
20240119152001,122.11
20240119153001,88.51
20240119154001,86.16
20240119155001,93.51
20240119160001,97.03
20240119161001,76.35
20240119162001,46.29
20240119163001,17.69
20240119164001,17.6
20240119165001,10.32
20240224090001,95.7
20240224091001,111.4
20240224092001,178.5
20240224093001,81.03
20240224094001,107.86
20240224095001,132.59
20240224100001,147.97
20240224101001,192.73
20240224102001,150.23
20240224103001,163.94
20240224104001,157.5
20240224105001,145.45
20240224110001,144.2
20240224111001,132.45
20240224112001,147.58
20240224113001,140.32
20240224114001,133.89
20240224115001,129.85
20240224120001,86.54
20240224121001,87.42
20240224122001,68.28
20240224123001,85.5
20240224124001,79.66
20240224125001,88.26
20240224130001,100.78
20240224131001,76.44
20240224132001,69.92
20240224133001,91.29
20240224134001,85.79
20240224135001,90.25
20240224140001,42.94
20240224141001,37.2
20240224142001,25.1
20240224143001,24.18
20240224144001,11.21
20240224145001,9.71
20240224150001,10.68
20240224151001,11.56
20240224152001,7.79
20240224153001,4.29
20240224154001,4.0
20240224155001,3.88
20240224160001,3.64
20240224161001,1.64
20240224162001,0.99
20240224163001,1.36
20240224164001,1.04
20240224165001,1.16
20240226090001,42.73
20240226091001,57.64
20240226092001,68.67
20240226093001,65.74
20240226094001,65.15
20240226095001,76.29
20240226100001,71.22
20240226101001,79.9
20240226102001,109.89
20240226103001,108.3
20240226104001,141.35
20240226105001,158.0
20240226110001,153.97
20240226111001,148.22
20240226112001,127.17
20240226113001,75.24
20240226114001,59.59
20240226115001,58.25
20240226120001,64.07
20240226121001,43.15
20240226122001,32.96
20240226123001,53.27
20240226124001,64.75
20240226125001,50.74
20240226130001,59.69
20240226131001,74.87
20240226132001,78.92
20240226133001,72.0
20240226134001,72.29
20240226135001,53.72
20240226140001,33.22
20240226141001,28.7
20240226142001,26.41
20240226143001,26.88
20240226144001,21.58
20240226145001,18.46
20240226150001,19.35
20240226151001,19.07
20240226152001,18.34
20240226153001,15.35
20240226154001,18.32
20240226155001,12.61
20240226160001,8.1
20240226161001,6.12
20240226162001,3.66
20240226163001,2.66
20240226164001,1.78
20240226165001,1.51
20240327090001,270.89
20240327091001,308.95
20240327092001,340.91
20240327093001,378.12
20240327094001,469.54
20240327095001,563.91
20240327100001,647.92
20240327101001,739.36
20240327102001,890.09
20240327103001,816.1
20240327104001,1111.46
20240327105001,1052.27
20240327110001,857.11
20240327111001,816.19
20240327112001,722.95
20240327113001,632.26
20240327114001,523.04
20240327115001,488.56
20240327120001,388.02
20240327121001,341.35
20240327122001,297.03
20240327123001,256.08
20240327124001,236.08
20240327125001,210.81
20240327130001,208.41
20240327131001,135.56
20240327132001,95.62
20240327133001,75.01
20240327134001,52.62
20240327135001,39.05
20240327140001,22.15
20240327141001,27.63
20240327142001,23.38
20240327143001,35.53
20240327144001,29.35
20240327145001,33.12
20240327150001,21.67
20240327151001,17.14
20240327152001,16.77
20240327153001,14.15
20240327154001,16.5
20240327155001,13.98
20240327160001,13.35
20240327161001,12.12
20240327162001,12.36
20240327163001,11.15
20240327164001,7.43
20240327165001,4.24
20240329090001,115.29
20240329091001,74.76
20240329092001,71.92
20240329093001,69.5
20240329094001,59.27
20240329095001,35.79
20240329100001,13.62
20240329101001,15.52
20240329102001,14.06
20240329103001,19.22
20240329104001,11.63
20240329105001,28.48
20240329110001,23.25
20240329111001,9.23
20240329112001,8.2
20240329113001,13.28
20240329114001,13.22
20240329115001,29.44
20240329120001,34.92
20240329121001,44.71
20240329122001,36.36
20240329123001,19.83
20240329124001,19.11
20240329125001,23.99
20240329130001,22.34
20240329131001,15.76
20240329132001,14.83
20240329133001,15.76
20240329134001,33.96
20240329135001,22.68
20240329140001,18.84
20240329141001,19.8
20240329142001,23.31
20240329143001,30.1
20240329144001,25.87
20240329145001,19.99
20240329150001,24.4
20240329151001,23.16
20240329152001,13.73
20240329153001,10.74
20240329154001,7.81
20240329155001,5.93
20240329160001,3.81
20240329161001,2.69
20240329162001,2.48
20240329163001,1.85
20240329164001,1.37
