序號,答案
20240117090001,158.28
20240117091001,252.11
20240117092001,266.68
20240117093001,320.78
20240117094001,290.58
20240117095001,167.28
20240117100001,293.18
20240117101001,335.86
20240117102001,447.53
20240117103001,339.25
20240117104001,290.68
20240117105001,296.54
20240117110001,182.28
20240117111001,279.26
20240117112001,178.98
20240117113001,158.73
20240117114001,168.9
20240117115001,197.04
20240117120001,191.81
20240117121001,199.92
20240117122001,223.99
20240117123001,401.14
20240117124001,640.83
20240117125001,626.71
20240117130001,449.58
20240117131001,469.81
20240117132001,599.35
20240117133001,875.33
20240117134001,834.74
20240117135001,825.45
20240117140001,625.61
20240117141001,962.77
20240117142001,595.65
20240117143001,466.54
20240117144001,698.85
20240117145001,876.28
20240117150001,783.24
20240117151001,254.25
20240117152001,182.81
20240117153001,176.34
20240117154001,38.37
20240117155001,35.58
20240117160001,31.54
20240117161001,22.54
20240117162001,14.8
20240117163001,9.68
20240117164001,16.52
20240117165001,7.06
20240119090001,402.92
20240119091001,384.7
20240119092001,425.96
20240119093001,434.93
20240119094001,473.41
20240119095001,516.71
20240119100001,607.66
20240119101001,612.71
20240119102001,629.19
20240119103001,1221.39
20240119104001,1223.27
20240119105001,1140.57
20240119110001,1113.84
20240119111001,1349.98
20240119112001,1170.25
20240119113001,1218.28
20240119114001,1015.59
20240119115001,1324.54
20240119120001,1405.54
20240119121001,783.46
20240119122001,829.21
20240119123001,812.54
20240119124001,769.72
20240119125001,1321.39
20240119130001,1137.06
20240119131001,730.17
20240119132001,1094.98
20240119133001,670.09
20240119134001,555.01
20240119135001,545.71
20240119140001,1087.38
20240119141001,643.56
20240119142001,1019.1
20240119143001,405.62
20240119144001,956.82
20240119145001,295.4
20240119150001,174.24
20240119151001,148.74
20240119152001,122.49
20240119153001,88.53
20240119154001,84.83
20240119155001,84.84
20240119160001,78.94
20240119161001,69.54
20240119162001,43.45
20240119163001,21.63
20240119164001,19.09
20240119165001,9.8
20240224090001,76.55
20240224091001,138.83
20240224092001,197.21
20240224093001,114.86
20240224094001,116.21
20240224095001,153.26
20240224100001,185.91
20240224101001,195.96
20240224102001,178.89
20240224103001,177.39
20240224104001,169.79
20240224105001,149.78
20240224110001,157.13
20240224111001,142.46
20240224112001,158.59
20240224113001,159.99
20240224114001,149.85
20240224115001,143.22
20240224120001,79.48
20240224121001,79.2
20240224122001,74.0
20240224123001,76.64
20240224124001,72.44
20240224125001,80.77
20240224130001,88.38
20240224131001,68.48
20240224132001,56.81
20240224133001,71.85
20240224134001,79.51
20240224135001,74.94
20240224140001,41.28
20240224141001,34.8
20240224142001,24.49
20240224143001,24.1
20240224144001,16.34
20240224145001,9.85
20240224150001,13.41
20240224151001,11.83
20240224152001,7.69
20240224153001,5.54
20240224154001,6.89
20240224155001,5.03
20240224160001,3.62
20240224161001,1.74
20240224162001,0.99
20240224163001,1.33
20240224164001,1.01
20240224165001,1.16
20240226090001,41.81
