序號,答案
20240117090001,515.3
20240117091001,574.15
20240117092001,656.8
20240117093001,644.25
20240117094001,510.53
20240117095001,94.01
20240117100001,104.2
20240117101001,124.27
20240117102001,262.13
20240117103001,339.48
20240117104001,394.51
20240117105001,451.39
20240117110001,431.0
20240117111001,838.6
20240117112001,454.45
20240117113001,410.1
20240117114001,297.56
20240117115001,391.27
20240117120001,313.28
20240117121001,401.76
20240117122001,440.39
20240117123001,387.38
20240117124001,425.87
20240117125001,366.62
20240117130001,327.13
20240117131001,322.48
20240117132001,320.87
20240117133001,323.5
20240117134001,330.4
20240117135001,348.41
20240117140001,312.97
20240117141001,302.1
20240117142001,276.07
20240117143001,222.13
20240117144001,90.64
20240117145001,86.86
20240117150001,141.56
20240117151001,153.96
20240117152001,69.63
20240117153001,127.13
20240117154001,126.89
20240117155001,12.47
20240117160001,10.27
20240117161001,10.15
20240117162001,264.47
20240117163001,11.99
20240117164001,10.37
20240117165001,10.27
20240119090001,135.38
20240119091001,166.73
20240119092001,203.78
20240119093001,199.23
20240119094001,266.19
20240119095001,305.42
20240119100001,313.02
20240119101001,320.29
20240119102001,310.88
20240119103001,353.29
20240119104001,679.12
20240119105001,497.45
20240119110001,300.99
20240119111001,490.66
20240119112001,486.3
20240119113001,967.91
20240119114001,1474.13
20240119115001,700.83
20240119120001,469.85
20240119121001,393.87
20240119122001,500.72
20240119123001,1121.73
20240119124001,812.74
20240119125001,356.12
20240119130001,281.96
20240119131001,303.75
20240119132001,239.46
20240119133001,153.39
20240119134001,166.13
20240119135001,161.47
20240119140001,135.9
20240119141001,112.02
20240119142001,97.92
20240119143001,83.77
20240119144001,73.46
20240119145001,58.28
20240119150001,48.76
20240119151001,48.13
20240119152001,37.13
20240119153001,34.4
20240119154001,29.09
20240119155001,24.62
20240119160001,18.49
20240119161001,15.4
20240119162001,10.99
20240119163001,9.07
20240119164001,7.84
20240119165001,2.75
20240224090001,25.28
20240224091001,50.83
20240224092001,58.67
20240224093001,60.77
20240224094001,118.7
20240224095001,466.29
20240224100001,296.63
20240224101001,339.36
20240224102001,291.33
20240224103001,565.3
20240224104001,162.41
20240224105001,67.49
20240224110001,72.16
20240224111001,72.4
20240224112001,103.24
20240224113001,109.3
20240224114001,118.99
20240224115001,111.88
20240224120001,147.29
20240224121001,227.33
20240224122001,118.0
20240224123001,124.16
20240224124001,147.98
20240224125001,96.04
20240224130001,83.34
20240224131001,66.87
20240224132001,60.3
20240224133001,44.11
20240224134001,51.55
20240224135001,85.01
20240224140001,69.65
20240224141001,52.44
20240224142001,35.18
20240224143001,12.91
20240224144001,3.5
20240224145001,6.89
20240224150001,8.41
20240224151001,9.01
20240224152001,7.73
20240224153001,7.73
20240224154001,8.02
20240224155001,3.83
20240224160001,3.45
20240224161001,1.53
20240224162001,1.13
20240224163001,0.7
20240224164001,0.7
20240224165001,1.05
20240226090001,7.82
20240226091001,8.92
20240226092001,11.63
20240226093001,42.49
20240226094001,53.47
20240226095001,73.47
20240226100001,63.92
20240226101001,47.88
20240226102001,96.19
20240226103001,103.21
20240226104001,118.38
20240226105001,217.3
20240226110001,196.92
20240226111001,140.45
20240226112001,87.81
20240226113001,36.63
20240226114001,15.75
20240226115001,22.15
20240226120001,27.33
20240226121001,34.18
20240226122001,21.32
20240226123001,13.98
20240226124001,15.47
20240226125001,17.23
20240226130001,21.01
20240226131001,31.13
20240226132001,24.96
20240226133001,22.06
20240226134001,18.84
20240226135001,15.86
20240226140001,14.39
20240226141001,13.44
20240226142001,13.52
20240226143001,14.21
20240226144001,11.84
20240226145001,9.45
20240226150001,10.38
20240226151001,8.4
20240226152001,5.83
20240226153001,7.27
20240226154001,7.86
20240226155001,8.07
20240226160001,4.82
20240226161001,3.78
20240226162001,3.33
20240226163001,2.07
20240226164001,0.85
20240226165001,0.77
20240327090001,72.61
20240327091001,102.05
20240327092001,111.47
20240327093001,102.42
20240327094001,115.05
20240327095001,141.31
20240327100001,217.43
20240327101001,330.5
20240327102001,433.93
20240327103001,387.49
20240327104001,132.93
20240327105001,216.19
20240327110001,304.5
20240327111001,423.86
20240327112001,676.5
20240327113001,490.79
20240327114001,386.9
20240327115001,297.4
20240327120001,390.77
20240327121001,89.15
20240327122001,35.07
20240327123001,14.11
20240327124001,6.94
20240327125001,10.88
20240327130001,18.12
20240327131001,17.23
20240327132001,11.74
20240327133001,6.85
20240327134001,10.02
20240327135001,10.05
20240327140001,6.89
20240327141001,6.86
20240327142001,6.99
20240327143001,10.25
20240327144001,12.3
20240327145001,11.66
20240327150001,14.36
20240327151001,14.39
20240327152001,11.52
20240327153001,8.49
20240327154001,5.97
