序號,答案
20240117090001,160.58
20240117091001,208.31
20240117092001,217.4
20240117093001,281.15
20240117094001,269.22
20240117095001,185.97
20240117100001,376.38
20240117101001,404.89
20240117102001,537.34
20240117103001,440.57
20240117104001,322.01
20240117105001,273.73
20240117110001,147.46
20240117111001,302.06
20240117112001,112.47
20240117113001,117.38
20240117114001,85.59
20240117115001,109.03
20240117120001,146.61
20240117121001,141.68
20240117122001,174.76
20240117123001,402.39
20240117124001,704.37
20240117125001,689.48
20240117130001,463.93
20240117131001,483.18
20240117132001,656.47
20240117133001,990.5
20240117134001,1073.92
20240117135001,953.1
20240117140001,718.27
20240117141001,1160.69
20240117142001,688.62
20240117143001,562.19
20240117144001,914.64
20240117145001,1110.09
20240117150001,986.57
20240117151001,315.83
20240117152001,189.38
20240117153001,229.67
20240117154001,51.93
20240117155001,47.67
20240117160001,40.48
20240117161001,25.56
20240117162001,14.24
20240117163001,10.7
20240117164001,18.74
20240117165001,6.1
20240119090001,331.17
20240119091001,306.13
20240119092001,347.02
20240119093001,353.72
20240119094001,400.45
20240119095001,449.55
20240119100001,516.63
20240119101001,510.4
20240119102001,541.93
20240119103001,1354.41
20240119104001,1358.5
20240119105001,1223.74
20240119110001,1162.58
20240119111001,1492.98
20240119112001,1254.96
20240119113001,1287.4
20240119114001,986.85
20240119115001,1412.04
20240119120001,1546.06
20240119121001,798.99
20240119122001,852.09
20240119123001,793.15
20240119124001,737.99
20240119125001,1415.31
20240119130001,1221.29
20240119131001,764.01
20240119132001,1188.81
20240119133001,683.46
20240119134001,565.19
20240119135001,538.2
20240119140001,1185.28
20240119141001,681.21
20240119142001,1124.92
20240119143001,414.31
20240119144001,1059.68
20240119145001,318.94
20240119150001,156.56
20240119151001,138.0
20240119152001,108.08
20240119153001,80.95
20240119154001,76.44
20240119155001,74.49
20240119160001,69.99
20240119161001,59.86
20240119162001,29.82
20240119163001,16.38
20240119164001,17.01
20240119165001,8.75
20240224090001,74.54
20240224091001,112.76
20240224092001,122.12
20240224093001,85.31
20240224094001,67.96
20240224095001,78.83
20240224100001,100.74
20240224101001,119.13
20240224102001,106.09
20240224103001,91.6
20240224104001,95.32
20240224105001,96.8
20240224110001,98.63
20240224111001,100.38
20240224112001,110.1
20240224113001,116.8
20240224114001,110.29
