序號,答案
20240117090001,184.86
20240117091001,-21.89
20240117092001,278.83
20240117093001,216.57
20240117094001,303.56
20240117095001,401.93
20240117100001,499.44
20240117101001,685.83
20240117102001,1038.44
20240117103001,669.41
20240117104001,367.83
20240117105001,390.89
20240117110001,120.88
20240117111001,260.81
20240117112001,75.8
20240117113001,-53.04
20240117114001,17.0
20240117115001,-11.99
20240117120001,66.24
20240117121001,-83.55
20240117122001,80.31
20240117123001,169.77
20240117124001,821.2
20240117125001,735.48
20240117130001,504.49
20240117131001,388.7
20240117132001,655.52
20240117133001,910.78
20240117134001,1160.79
20240117135001,1150.94
20240117140001,742.52
20240117141001,1210.94
20240117142001,745.42
20240117143001,636.02
20240117144001,1098.52
20240117145001,1236.9
20240117150001,1196.1
20240117151001,360.15
20240117152001,210.06
20240117153001,320.45
20240117154001,83.29
20240117155001,13.84
20240117160001,32.99
20240117161001,28.44
20240117162001,10.95
20240117163001,48.36
20240117164001,15.49
20240117165001,6.79
20240119090001,405.31
20240119091001,243.64
20240119092001,264.1
20240119093001,247.47
20240119094001,303.95
20240119095001,365.32
20240119100001,393.26
20240119101001,403.01
20240119102001,427.66
20240119103001,1329.17
20240119104001,1304.49
20240119105001,1278.29
20240119110001,1169.22
20240119111001,1613.49
20240119112001,1316.93
20240119113001,1246.18
20240119114001,991.04
20240119115001,1512.38
20240119120001,1637.55
20240119121001,837.37
20240119122001,691.62
20240119123001,754.05
20240119124001,656.13
20240119125001,1531.88
20240119130001,1273.6
20240119131001,753.73
20240119132001,1209.58
20240119133001,658.63
20240119134001,447.91
20240119135001,454.21
20240119140001,1153.32
20240119141001,632.57
20240119142001,1021.82
20240119143001,452.27
20240119144001,975.63
20240119145001,342.94
20240119150001,152.67
20240119151001,110.04
20240119152001,86.1
20240119153001,69.79
20240119154001,70.19
20240119155001,67.48
20240119160001,59.25
20240119161001,49.82
20240119162001,23.86
20240119163001,10.62
20240119164001,16.95
20240119165001,8.84
20240224090001,66.18
20240224091001,71.4
20240224092001,58.14
20240224093001,34.97
20240224094001,25.87
20240224095001,34.77
20240224100001,59.81
20240224101001,84.92
20240224102001,59.28
20240224103001,36.07
20240224104001,46.63
20240224105001,54.78
20240224110001,58.9
20240224111001,60.05
20240224112001,63.56
20240224113001,75.78
20240224114001,75.61
20240224115001,59.84
20240224120001,37.15
20240224121001,34.99
20240224122001,30.88
20240224123001,34.41
20240224124001,30.88
20240224125001,40.04
20240224130001,26.52
20240224131001,18.77
20240224132001,24.93
20240224133001,37.04
20240224134001,47.07
20240224135001,35.06
20240224140001,27.04
20240224141001,26.19
20240224142001,12.23
20240224143001,7.88
20240224144001,7.86
20240224145001,5.56
20240224150001,11.56
20240224151001,11.75
20240224152001,6.26
20240224153001,3.53
20240224154001,3.43
20240224155001,2.72
20240224160001,2.24
20240224161001,1.44
20240224162001,0.66
20240224163001,1.21
20240224164001,1.03
20240224165001,0.71
20240226090001,-4.52
20240226091001,61.28
20240226092001,64.49
20240226093001,63.1
20240226094001,54.07
20240226095001,65.07
20240226100001,50.9
20240226101001,60.89
20240226102001,54.83
20240226103001,90.39
20240226104001,91.13
20240226105001,106.92
20240226110001,103.77
20240226111001,108.25
20240226112001,106.82
20240226113001,68.97
20240226114001,44.74
20240226115001,43.75
20240226120001,34.96
20240226121001,35.68
20240226122001,27.82
20240226123001,48.75
20240226124001,61.75
20240226125001,54.98
20240226130001,51.26
20240226131001,76.01
20240226132001,92.53
20240226133001,82.85
20240226134001,93.88
20240226135001,57.61
20240226140001,35.36
20240226141001,24.25
20240226142001,20.15
20240226143001,21.65
20240226144001,21.57
20240226145001,21.53
20240226150001,21.11
20240226151001,20.39
20240226152001,21.1
20240226153001,12.51
20240226154001,12.76
20240226155001,10.9
20240226160001,7.34
20240226161001,4.38
20240226162001,1.32
20240226163001,-0.14
20240226164001,-0.65
20240226165001,-0.71
20240327090001,93.96
20240327091001,114.17
20240327092001,130.33
20240327093001,184.69
20240327094001,297.94
20240327095001,449.62
20240327100001,587.06
20240327101001,717.8
20240327102001,901.15
20240327103001,721.48
20240327104001,1161.78
20240327105001,1103.5
20240327110001,790.57
20240327111001,770.71
20240327112001,517.51
20240327113001,444.66
20240327114001,355.54
20240327115001,299.55
20240327120001,283.33
20240327121001,267.98
20240327122001,260.89
20240327123001,248.64
20240327124001,241.15
20240327125001,209.39
20240327130001,211.74
20240327131001,139.83
20240327132001,96.27
20240327133001,80.24
20240327134001,45.39
20240327135001,29.21
20240327140001,12.48
20240327141001,12.26
20240327142001,17.62
20240327143001,29.28
20240327144001,20.53
20240327145001,26.21
20240327150001,12.97
20240327151001,7.8
20240327152001,11.35
20240327153001,11.38
20240327154001,11.85
20240327155001,11.6
20240327160001,11.73
20240327161001,11.54
20240327162001,12.87
20240327163001,12.73
20240327164001,6.25
20240327165001,3.79
20240329090001,35.03
20240329091001,18.4
20240329092001,15.04
20240329093001,13.95
20240329094001,10.3
20240329095001,9.87
20240329100001,7.96
