序號,答案
20240117090001,189.86
20240117091001,231.21
20240117092001,262.7
20240117093001,324.25
20240117094001,304.0
20240117095001,154.89
20240117100001,301.16
20240117101001,342.5
20240117102001,475.6
20240117103001,353.63
20240117104001,310.7
20240117105001,358.0
20240117110001,289.76
20240117111001,208.22
20240117112001,190.2
20240117113001,172.94
20240117114001,162.89
20240117115001,177.53
20240117120001,134.39
20240117121001,176.19
20240117122001,226.39
20240117123001,363.77
20240117124001,617.54
20240117125001,584.06
20240117130001,458.11
20240117131001,475.79
20240117132001,583.91
20240117133001,855.88
20240117134001,867.68
20240117135001,804.31
20240117140001,586.79
20240117141001,919.73
20240117142001,554.3
20240117143001,469.97
20240117144001,684.59
20240117145001,814.43
20240117150001,729.31
20240117151001,255.68
20240117152001,110.98
20240117153001,152.7
20240117154001,38.92
20240117155001,34.65
20240117160001,28.42
20240117161001,21.96
20240117162001,14.44
20240117163001,9.76
20240117164001,14.92
20240117165001,6.8
20240119090001,451.31
20240119091001,517.96
20240119092001,534.82
20240119093001,558.07
20240119094001,577.84
20240119095001,623.26
20240119100001,749.79
20240119101001,764.76
20240119102001,765.66
20240119103001,1210.09
20240119104001,1221.84
20240119105001,1153.58
20240119110001,1100.21
20240119111001,1251.98
20240119112001,1113.76
20240119113001,1175.04
20240119114001,1062.68
20240119115001,1235.89
20240119120001,1305.95
20240119121001,809.28
20240119122001,814.27
20240119123001,836.28
20240119124001,806.64
20240119125001,1262.28
20240119130001,1082.13
20240119131001,735.23
20240119132001,1029.38
20240119133001,670.59
20240119134001,578.62
20240119135001,569.68
20240119140001,994.6
20240119141001,585.54
20240119142001,930.87
20240119143001,402.24
20240119144001,884.73
20240119145001,291.02
20240119150001,171.06
20240119151001,152.28
20240119152001,137.08
20240119153001,99.04
20240119154001,95.83
20240119155001,110.72
20240119160001,109.3
20240119161001,89.43
20240119162001,48.62
20240119163001,20.13
20240119164001,18.49
20240119165001,11.92
20240224090001,107.4
20240224091001,126.36
20240224092001,234.08
20240224093001,97.65
20240224094001,147.0
20240224095001,179.76
20240224100001,193.56
20240224101001,250.27
20240224102001,194.66
20240224103001,225.15
20240224104001,210.74
20240224105001,188.17
20240224110001,187.19
20240224111001,168.01
20240224112001,187.47
20240224113001,172.99
20240224114001,164.34
20240224115001,162.87
20240224120001,108.66
20240224121001,111.74
20240224122001,85.96
20240224123001,108.96
20240224124001,101.47
20240224125001,108.47
20240224130001,135.1
20240224131001,102.87
20240224132001,91.77
20240224133001,118.35
20240224134001,106.64
20240224135001,115.37
20240224140001,51.64
20240224141001,43.11
20240224142001,31.6
20240224143001,31.73
20240224144001,12.54
20240224145001,10.83
20240224150001,10.9
20240224151001,12.31
20240224152001,8.68
20240224153001,4.74
20240224154001,4.4
20240224155001,4.3
20240224160001,4.25
20240224161001,1.66
20240224162001,1.05
20240224163001,1.4
20240224164001,1.07
20240224165001,1.23
20240226090001,41.38
20240226091001,56.87
20240226092001,68.32
20240226093001,66.49
20240226094001,67.23
20240226095001,79.74
20240226100001,74.5
20240226101001,81.9
20240226102001,116.61
20240226103001,110.58
20240226104001,147.24
20240226105001,159.99
20240226110001,157.65
20240226111001,152.48
20240226112001,125.62
20240226113001,75.82
20240226114001,59.96
20240226115001,58.86
20240226120001,67.13
20240226121001,44.5
20240226122001,33.87
20240226123001,53.88
20240226124001,63.41
20240226125001,50.96
20240226130001,60.6
20240226131001,73.63
20240226132001,77.15
20240226133001,70.69
20240226134001,69.91
20240226135001,53.61
20240226140001,33.25
20240226141001,29.56
20240226142001,27.05
20240226143001,27.38
20240226144001,21.57
20240226145001,18.46
20240226150001,19.28
20240226151001,18.83
20240226152001,18.12
20240226153001,15.52
20240226154001,19.35
20240226155001,12.85
20240226160001,7.96
20240226161001,6.26
20240226162001,3.67
20240226163001,2.69
20240226164001,1.79
20240226165001,1.49
20240327090001,328.95
20240327091001,384.25
20240327092001,424.74
20240327093001,454.12
20240327094001,528.14
20240327095001,604.77
20240327100001,679.18
20240327101001,750.25
20240327102001,903.69
20240327103001,850.65
20240327104001,1106.16
20240327105001,1040.24
20240327110001,869.23
20240327111001,838.12
20240327112001,793.82
20240327113001,699.66
20240327114001,592.34
20240327115001,556.6
20240327120001,424.21
20240327121001,378.1
20240327122001,315.79
20240327123001,257.12
20240327124001,233.58
20240327125001,207.42
20240327130001,202.72
20240327131001,134.49
20240327132001,97.75
20240327133001,75.56
20240327134001,55.67
20240327135001,42.2
20240327140001,24.57
20240327141001,32.41
20240327142001,24.94
20240327143001,36.91
20240327144001,32.17
20240327145001,36.49
20240327150001,25.87
20240327151001,20.57
20240327152001,19.0
20240327153001,15.27
20240327154001,17.55
20240327155001,14.61
20240327160001,14.08
20240327161001,12.94
20240327162001,13.18
20240327163001,11.43
20240327164001,7.47
20240327165001,4.2
20240329090001,144.59
20240329091001,92.88
20240329092001,90.18
20240329093001,88.31
20240329094001,75.84
20240329095001,44.77
20240329100001,15.46
20240329101001,17.26
20240329102001,16.15
20240329103001,22.17
20240329104001,12.82
20240329105001,34.66
20240329110001,27.36
20240329111001,9.99
20240329112001,8.51
20240329113001,14.44
20240329114001,13.52
20240329115001,31.83
20240329120001,36.49
20240329121001,46.47
20240329122001,37.59
20240329123001,21.15
20240329124001,20.45
20240329125001,26.95
20240329130001,24.07
20240329131001,15.63
20240329132001,15.27
20240329133001,17.68
20240329134001,37.86
20240329135001,23.03
20240329140001,19.75
20240329141001,21.03
20240329142001,23.0
