序號,答案
20240117090001,0.0
20240117091001,257.52
20240117092001,326.23
20240117093001,331.08
20240117094001,293.04
20240117095001,104.88
20240117100001,0.0
20240117101001,0.0
20240117102001,0.0
20240117103001,0.0
20240117104001,0.0
20240117105001,198.45
20240117110001,199.72
20240117111001,249.0
20240117112001,220.18
20240117113001,202.43
20240117114001,121.27
20240117115001,43.86
20240117120001,146.99
20240117121001,162.54
20240117122001,259.26
20240117123001,156.46
20240117124001,205.73
20240117125001,154.41
20240117130001,153.93
20240117131001,167.21
20240117132001,5.77
20240117133001,19.02
20240117134001,0.0
20240117135001,0.0
20240117140001,154.01
20240117141001,113.36
20240117142001,90.54
20240117143001,0.0
20240117144001,60.06
20240117145001,48.35
20240117150001,8.53
20240117151001,5.82
20240117152001,0.0
20240117153001,0.0
20240117154001,14.39
20240117155001,0.0
20240117160001,1.0
20240117161001,0.5
20240117162001,5.27
20240117163001,12.62
20240117164001,0.0
20240117165001,0.0
20240119090001,438.55
20240119091001,386.98
20240119092001,408.56
20240119093001,398.95
20240119094001,423.71
20240119095001,463.11
20240119100001,535.27
20240119101001,496.78
20240119102001,520.71
20240119103001,573.66
20240119104001,730.38
20240119105001,608.25
20240119110001,502.38
20240119111001,523.28
20240119112001,610.68
20240119113001,877.74
20240119114001,1264.18
20240119115001,741.94
20240119120001,613.47
20240119121001,504.44
20240119122001,535.05
20240119123001,806.92
20240119124001,921.02
20240119125001,547.9
20240119130001,371.55
20240119131001,347.73
20240119132001,309.65
20240119133001,244.07
20240119134001,257.02
20240119135001,240.58
20240119140001,233.47
20240119141001,206.13
20240119142001,182.22
20240119143001,185.35
20240119144001,197.39
20240119145001,118.44
20240119150001,105.68
20240119151001,91.67
20240119152001,88.76
20240119153001,101.8
20240119154001,102.15
20240119155001,88.92
20240119160001,92.3
20240119161001,72.9
20240119162001,43.29
20240119163001,47.0
20240119164001,42.23
20240119165001,17.64
20240224090001,34.31
20240224091001,202.4
20240224092001,145.88
20240224093001,125.7
20240224094001,267.5
20240224095001,692.51
20240224100001,571.7
20240224101001,664.27
20240224102001,585.2
20240224103001,865.48
20240224104001,528.07
20240224105001,271.0
20240224110001,203.86
20240224111001,197.46
20240224112001,217.83
20240224113001,221.73
20240224114001,235.45
20240224115001,194.58
20240224120001,262.45
20240224121001,341.55
20240224122001,245.74
20240224123001,225.71
20240224124001,201.75
20240224125001,173.19
20240224130001,155.22
20240224131001,125.17
20240224132001,99.5
20240224133001,89.4
20240224134001,87.48
20240224135001,91.88
20240224140001,110.31
20240224141001,76.01
20240224142001,47.55
20240224143001,47.6
20240224144001,6.13
20240224145001,0.0
20240224150001,1.93
20240224151001,0.0
20240224152001,0.0
20240224153001,0.0
20240224154001,0.0
20240224155001,0.0
20240224160001,0.0
20240224161001,0.0
20240224162001,0.0
20240224163001,0.0
20240224164001,0.0
20240224165001,0.0
20240226090001,10.4
20240226091001,20.06
20240226092001,25.0
20240226093001,0.0
20240226094001,0.0
20240226095001,65.44
20240226100001,0.0
20240226101001,0.0
20240226102001,8.95
20240226103001,86.76
20240226104001,169.05
20240226105001,253.46
20240226110001,259.82
20240226111001,238.76
20240226112001,70.9
20240226113001,0.0
20240226114001,0.0
20240226115001,12.1
20240226120001,0.0
20240226121001,2.0
20240226122001,24.29
20240226123001,9.39
20240226124001,0.0
20240226125001,0.0
20240226130001,21.42
20240226131001,0.0
20240226132001,3.89
20240226133001,0.0
20240226134001,0.0
20240226135001,0.0
20240226140001,0.0
20240226141001,0.0
20240226142001,0.0
20240226143001,0.0
20240226144001,0.0
20240226145001,0.0
20240226150001,0.0
20240226151001,0.0
20240226152001,0.0
20240226153001,0.0
20240226154001,0.0
20240226155001,0.0
20240226160001,0.0
20240226161001,0.0
20240226162001,0.0
20240226163001,0.0
20240226164001,0.0
20240226165001,0.0
20240327090001,274.86
20240327091001,340.58
20240327092001,430.12
20240327093001,415.36
20240327094001,445.86
20240327095001,440.27
20240327100001,577.54
20240327101001,768.55
20240327102001,881.46
20240327103001,873.56
20240327104001,643.82
20240327105001,695.89
20240327110001,720.82
20240327111001,832.95
20240327112001,1099.13
20240327113001,877.49
20240327114001,800.78
20240327115001,656.23
20240327120001,654.07
20240327121001,405.79
20240327122001,193.19
20240327123001,149.46
20240327124001,177.82
20240327125001,73.22
20240327130001,79.92
20240327131001,76.63
20240327132001,58.93
20240327133001,34.71
20240327134001,22.19
20240327135001,27.61
20240327140001,21.91
20240327141001,25.89
20240327142001,33.92
20240327143001,21.78
20240327144001,10.2
20240327145001,8.32
20240327150001,26.65
20240327151001,19.81
20240327152001,4.03
20240327153001,0.0
20240327154001,0.0
20240327155001,0.0
20240327160001,0.0
20240327161001,1.9
20240327162001,0.0
20240327163001,0.0
20240327164001,0.0
20240327165001,0.0
20240329090001,42.18
20240329091001,17.03
20240329092001,4.94
20240329093001,13.5
20240329094001,6.93
20240329095001,36.13
20240329100001,34.12
20240329101001,37.68
20240329102001,34.82
20240329103001,38.62
20240329104001,21.41
20240329105001,23.25
20240329110001,22.9
20240329111001,31.51
20240329112001,0.0
20240329113001,0.0
20240329114001,4.05
20240329115001,3.33
20240329120001,4.79
20240329121001,48.72
20240329122001,68.93
20240329123001,62.59
20240329124001,44.79
20240329125001,42.08
20240329130001,73.54
20240329131001,23.97
20240329132001,30.71
20240329133001,44.26
20240329134001,52.44
20240329135001,65.8
20240329140001,90.37
20240329141001,88.77
20240329142001,59.67
20240329143001,19.05
20240329144001,7.78
20240329145001,3.99
20240329150001,0.0
20240329151001,0.0
20240329152001,0.0
20240329153001,0.0
20240329154001,0.0
20240329155001,0.0
20240329160001,0.0
20240329161001,0.0
20240329162001,0.0
20240329163001,0.0
20240329164001,0.0
20240329165001,0.0
20240428090001,104.26
20240428091001,155.18
20240428092001,245.75
20240428093001,169.01
20240428094001,139.34
20240428095001,96.51
20240428100001,58.38
20240428101001,71.04
20240428102001,115.4
20240428103001,292.53
20240428104001,609.57
20240428105001,1053.01
20240428110001,1074.48
20240428111001,695.63
20240428112001,600.34
20240428113001,460.78
20240428114001,511.65
20240428115001,471.99
20240428120001,451.75
20240428121001,529.76
20240428122001,512.02
20240428123001,373.01
20240428124001,335.19
20240428125001,285.32
20240428130001,271.83
20240428131001,223.48
20240428132001,204.22
20240428133001,222.93
20240428134001,195.96
20240428135001,194.85
20240428140001,170.26
20240428141001,124.26
20240428142001,106.38
